reaction,name,schemaClass,module
R-HSA-9674808,"CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-TYK2 binds and phosphorylates SHC1, GRB2, GAB2, and PTPN11 (SHP2)",BlackBoxEvent,Immune System
R-HSA-9674816,"p-Y546,Y584-PTPN11 (in CSF3 dimer:2xp-4Y-CSF3R:LYN:p-Y-JAK1:p-JAK2:p-SYK:p-HCK:p-TYK2:SHC:GRB2:PTPN11) dephosphorylates KRAS",Reaction,Immune System
R-HSA-1168789,GHR internalization,BlackBoxEvent,Immune System
R-HSA-1168768,JAK2 binds STAT1/3,Reaction,Immune System
R-HSA-1168839,SHP1 (PTPN6) binds JAK2 in the receptor complex,Reaction,Immune System
R-HSA-982807,JAK2 phosphorylation of GHR,Reaction,Immune System
R-HSA-1168393,STAT5 association with GHR,Reaction,Immune System
R-HSA-1168777,Metalloprotease cleavage of GHR,Reaction,Immune System
R-HSA-1168456,Growth hormone receptor binds Lyn,Reaction,Immune System
R-HSA-1168459,Lyn activates ERK,BlackBoxEvent,Immune System
R-HSA-1168394,STAT5 tyrosine phosphorylation,Reaction,Immune System
R-HSA-1362485,GHBP binds GH,Reaction,Immune System
R-HSA-982765,Growth hormone forms dimers and oligomers,Polymerisation,Immune System
R-HSA-1169210,PTP1B dephosphorylates JAK2,Reaction,Immune System
R-HSA-1168445,PTP1B binds the GH receptor complex,Reaction,Immune System
R-HSA-1168767,JAK2 phosphorylates STAT1/STAT3,Reaction,Immune System
R-HSA-1168894,p-STAT5A/B dissociates from the Growth Hormone receptor,Reaction,Immune System
R-HSA-1169188,SHP1 (PTPN6) dephosphorylates JAK2,Reaction,Immune System
R-HSA-1362465,GHBP binds GHR,Reaction,Immune System
R-HSA-1168423,JAK2 phosphorylation of IRS-1/2,Reaction,Immune System
R-HSA-1168809,SOCS binding to GHR,Reaction,Immune System
R-HSA-1169192,PTP1B dephosphorylates GHR,Reaction,Immune System
R-HSA-1168813,SOCS binding to JAK2,Reaction,Immune System
R-HSA-5668534,"cIAP1,2 ubiquitinates NIK in cIAP1,2:TRAF2::TRAF3:NIK",BlackBoxEvent,Immune System
R-HSA-5668543,TRAF3:NIK binds TRAF2:cIAP1/2,Reaction,Immune System
R-HSA-5676598,TRAF2:cIAP1/2 complex binds FN14:TWEAK,Reaction,Immune System
R-HSA-5669023,TWEAK binds FN14,Reaction,Immune System
R-HSA-5676599,sBAFF trimer binds BAFFR,Reaction,Immune System
R-HSA-5676596,TRAF3 binds BAFFR:BAFF,Reaction,Immune System
R-HSA-5668789,"LA,TNFSF14 binds LTBR",Reaction,Immune System
R-HSA-5676597,"TRAF2:TRAF1:cIAP1,2:TRAF3:NIK regulatory complex binds CD40",Reaction,Immune System
R-HSA-199404,CD40L binds CD40,Reaction,Immune System
R-HSA-5676595,TRAFs bind RANK:RANKL,Reaction,Immune System
R-HSA-5676592,"2xRANK binds RANKL,sRANKL trimer:RANK",Reaction,Immune System
R-HSA-5676589,"RANKL,sRANKL trimer binds RANK",Reaction,Immune System
R-HSA-5676593,"TRAF2:TRAF1:cIAP1,2:TRAF3:NIK regulatory complex binds LTBR",Reaction,Immune System
R-HSA-5676591,"2xLTBR binds LTBR:lymphotoxin,TNFSF14 trimer",Reaction,Immune System
R-HSA-5668545,NIK autophosphorylates on T559,Reaction,Immune System
R-HSA-5669012,EDA binds EDAR,Reaction,Immune System
R-HSA-5693012,TNFSF15 binds TNFRSF25,Reaction,Immune System
R-HSA-5669013,EDA-3 binds EDA2R,Reaction,Immune System
R-HSA-5676607,"sBAFF,sAPRIL binds TACI,BCMA",Reaction,Immune System
R-HSA-8858475,TNFSF9 binds TNFRSF9,Reaction,Immune System
R-HSA-5692315,OX40L binds OX40,Reaction,Immune System
R-HSA-5669024,CD70 binds CD27,Reaction,Immune System
R-HSA-5675948,"TNFRSF6B binds TNFSF6,14,15",Reaction,Immune System
R-HSA-8856189,TNFSF8 binds TNFRSF8,Reaction,Immune System
R-HSA-5669035,"TNFSF11 binds TNFRSF11A, B",Reaction,Immune System
R-HSA-5675947,TNFSF18 binds TNFRSF18,Reaction,Immune System
R-HSA-5675656,EDA:EDAR binds EDARADD,Reaction,Immune System
R-HSA-5669097,"LTA trimer binds TNFRSF1A,1B,14",Reaction,Immune System
R-HSA-5668520,26Sproteasome degrades K48polyUb-NIK,BlackBoxEvent,Immune System
R-HSA-6784006,"STAT3 is phosphorylated by p-Y-JAK1,P-Y-TYK2",Reaction,Immune System
R-HSA-6784323,IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2 binds STAT3,Reaction,Immune System
R-HSA-6784324,"p-Y-JAK1,p-Y-TYK2 phosphorylate IL10RA",BlackBoxEvent,Immune System
R-HSA-6784319,"JAK1,TYK2 phosphorylate JAK1,TYK2",BlackBoxEvent,Immune System
R-HSA-449811,IL10 dimer:2xIL10RA1:JAK1 binds IL10RB:TYK2,Reaction,Immune System
R-HSA-449803,IL10 dimer binds IL10RA:JAK1,Reaction,Immune System
R-HSA-449855,IL10 dimerizes,Reaction,Immune System
R-HSA-6784160,IL10 negatively regulates extracellular inflammatory mediators,BlackBoxEvent,Immune System
R-HSA-6784763,p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm,BlackBoxEvent,Immune System
R-HSA-6784765,p-Y705-STAT3 dimerizes,BlackBoxEvent,Immune System
R-HSA-6784791,p-Y705-STAT3 dissociates from IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2:p-Y705-STAT3,Reaction,Immune System
R-HSA-8982162,pâ€‘Y705-STAT3 dissociates from IL19:IL20RA:p-JAK1:IL20RB,BlackBoxEvent,Immune System
R-HSA-8982163,IL19:IL20RA:p-JAK1:IL20RB:STAT3 phosphorylates STAT3,Reaction,Immune System
R-HSA-8982165,IL19:IL20RA:pâ€‘JAK1:IL20RB binds STAT3,BlackBoxEvent,Immune System
R-HSA-8987084,IL19:IL20RA:JAK1:IL20RB phosphorylates JAK1,BlackBoxEvent,Immune System
R-HSA-448728,IL19 binds IL20RA:JAK1:IL20RB,BlackBoxEvent,Immune System
R-HSA-448744,IL20RA binds IL20RB,BlackBoxEvent,Immune System
R-HSA-8987039,JAK1 binds IL20RA,BlackBoxEvent,Immune System
R-HSA-8987236,"p-Y705-STAT3 dissociates from  IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:IL10RB:p-TYK2:p-Y705-STAT3",BlackBoxEvent,Immune System
R-HSA-8987070,"IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:IL10RB:p-TYK2:STAT3 phosphorylates STAT3",Reaction,Immune System
R-HSA-8987014,"IL22:p-Y251,p-Y301-IL22RA1:p-JAK1:PTPN11:IL10RB:p-TYK2 binds STAT3",BlackBoxEvent,Immune System
R-HSA-8987132,"IL22:pâ€‘Y251,pâ€‘Y301â€‘IL22RA1:pâ€‘JAK1:PTPN11:IL10RB:pâ€‘TYK2 binds PTPN11",Reaction,Immune System
R-HSA-8986995,IL22:IL22RA1:p-JAK1:IL10RB:p-TYK2 phosphorylates IL22RA,BlackBoxEvent,Immune System
R-HSA-8987042,"IL22:IL22RA1:JAK1:IL10RB:TYK2 phosphorylates JAK1,TYK2",BlackBoxEvent,Immune System
R-HSA-8854645,IL22:IL22RA1:JAK1 binds IL10RB:TYK2,Reaction,Immune System
R-HSA-448480,IL22 binds IL22RA1:JAK1 receptor complex,Reaction,Immune System
R-HSA-448741,IL22RA2 binds IL22,Reaction,Immune System
R-HSA-8987043,IL22RA1 binds JAK1,Reaction,Immune System
R-HSA-6790029,Expression of PTGS2,BlackBoxEvent,Immune System
R-HSA-8937656,IL10 negatively regulates plasma membrane-associated inflammatory mediators,BlackBoxEvent,Immune System
R-HSA-6785047,IL10 positively regulates extracellular inflammatory mediators,BlackBoxEvent,Immune System
R-HSA-8937654,IL10 positively regulates plasma membrane-associated inflammatory mediators,BlackBoxEvent,Immune System
R-HSA-1295516,IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 binds PI3K regulatory subunits,Reaction,Immune System
R-HSA-8983003,"IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3:PI3K-regulatory subunits binds IRS1,IRS2",BlackBoxEvent,Immune System
R-HSA-8983059,STAT3 is phosphorylated by TSLP:IL7R:CRLF2:STAT3 complex,BlackBoxEvent,Immune System
R-HSA-8983077,STAT3 binds TSLP:IL7R:CRLF2,BlackBoxEvent,Immune System
R-HSA-8983061,TSLP binds CRLF2:IL7R,BlackBoxEvent,Immune System
R-HSA-8865711,RAG1:RAG2 recombinase binds immunoglobulin kappa locus in a BRWD1-dependent manner,BlackBoxEvent,Immune System
R-HSA-8983011,Expression of STAT5 upregulated genes,BlackBoxEvent,Immune System
R-HSA-9012671,"p-STAT5 binds CISH, SOCS1 and SOCS2 gene",BlackBoxEvent,Immune System
R-HSA-1266684,IL7 binds HGF(495-728) to form PPBSF,Reaction,Immune System
R-HSA-8983078,p-STAT3 dissociates from TSLP:IL7R:CRLF2:p-STAT3 complex,BlackBoxEvent,Immune System
R-HSA-8987150,"IL24:IL20RA:p-JAK1:IL20RB:STAT1,STAT3 phosphorylates STAT1 or STAT3",BlackBoxEvent,Immune System
R-HSA-8987097,"IL24:p-IL20RA:p-JAK1:IL20RB binds STAT1,STAT3",BlackBoxEvent,Immune System
R-HSA-8987129,JAK1 in IL24:IL20RA:JAK1:IL20RB is phosphorylated,Reaction,Immune System
R-HSA-8986972,IL24 binds IL20RA:JAK1:IL20RB,BlackBoxEvent,Immune System
R-HSA-8987266,"IFNL1:p-Y434,Y517-IFNLR1:p-JAK1:IL10RB:p-TYK2 binds STAT1, STAT2, STAT3, STAT4, STAT5",BlackBoxEvent,Immune System
R-HSA-8987040,IFNL1:IFNLR1:p-JAK1:IL10RB:p-TYK2 phosphorylates IFNLR1,Reaction,Immune System
R-HSA-8987202,"IFNL1:IFNLR1:JAK1:IL10RB:TYK2 phosphorylates JAK1,TYK2",BlackBoxEvent,Immune System
R-HSA-8987141,"IL20:IL20RA:JAK1:IL20RB:p-JAK3,p-JAK2:STAT3 phosphorylates STAT3",Reaction,Immune System
R-HSA-8987104,"IL20:IL20RA:JAK1:IL20RB:pâ€‘JAK2,pâ€‘JAK3 binds STAT3",BlackBoxEvent,Immune System
R-HSA-8987179,"IL20:IL20RA:JAK1:IL20RB:JAK2,JAK3 phosphorylates JAK2,JAK3",BlackBoxEvent,Immune System
R-HSA-8987220,"IL20:IL20RA:JAK1:IL20RB binds JAK2,JAK3",BlackBoxEvent,Immune System
R-HSA-8987015,IL20 binds IL20RA:JAK1:IL20RB,BlackBoxEvent,Immune System
R-HSA-8987012,IL24:IL22RA1:JAK1:IL20RB phosphorylates JAK1,BlackBoxEvent,Immune System
R-HSA-448708,IL24 binds to IL22RA1:JAK1:IL20RB,BlackBoxEvent,Immune System
R-HSA-8987270,"p-STAT1,p-STAT3 dissociate from IL24:IL20RA:p-Y1022,Y1023-JAK1:IL20RB:p-STAT1, p-STAT3",BlackBoxEvent,Immune System
R-HSA-8987161,p-STAT3 dissociates from IL24:IL22RA1:pâ€‘JAK1:IL20RB:pâ€‘STAT3,BlackBoxEvent,Immune System
R-HSA-8987096,IL24:IL22RA1:p-JAK1:IL20RB:STAT3 phosphorylates STAT3,BlackBoxEvent,Immune System
R-HSA-8987063,IL24:IL22RA1:p-JAK1:IL20RB binds STAT3,BlackBoxEvent,Immune System
R-HSA-8987033,"p-STAT1, p-Y-STAT2, p-STAT3, p-STAT4, p-STAT5 dissociates from IFNL1:p-Y343,Y517-IFNLR1:p-JAK1:IL10RB:p-TYK2:p-STAT1,p-STAT2,p-STAT3,p-STAT4,p-STAT5",BlackBoxEvent,Immune System
R-HSA-8986985,"IFNL1:p-Y343,Y517-IFNLR1:p-JAK1:IL10RB:p-TYK2:STAT1 phosphorylates STAT1, STAT2, STAT3, STAT4 and STAT5",BlackBoxEvent,Immune System
R-HSA-9005340,Expression of SOCS3,BlackBoxEvent,Immune System
R-HSA-8987052,p-STAT3 dimer translocates from cytosol to nucleoplasm,BlackBoxEvent,Immune System
R-HSA-8987214,p-STAT3 dimerizes,BlackBoxEvent,Immune System
R-HSA-8987230,p-STAT1 and p-STAT3 dissociates from IL26:IL10RB:p-TYK2:IL20RA:p-JAK1,BlackBoxEvent,Immune System
R-HSA-8987255,"IL26:IL10RB:p-TYK2:IL20RA:p-JAK1:STAT1,STAT3  phosphorylates STAT1,STAT3",BlackBoxEvent,Immune System
R-HSA-8987080,"IL26:IL10RB:p-TYK2:IL20RA:p-JAK1 binds STAT1, STAT3",BlackBoxEvent,Immune System
R-HSA-8986994,"IL26:IL20RA:JAK1:IL10RB:TYK2 phosphorylates JAK1, TYK2",BlackBoxEvent,Immune System
R-HSA-8986480,IL26:IL20RA:JAK1 binds IL10RB:TYK2,Reaction,Immune System
R-HSA-8986446,IL26 binds IL20RA:JAK1,BlackBoxEvent,Immune System
R-HSA-8987156,"p-STAT3 dissociates from IL20:IL20RA:JAK1:IL20RB:p-Y1007,Y1008-JAK2,p-JAK3",BlackBoxEvent,Immune System
R-HSA-9009227,IL20 binds to IL22RA1:JAK1:IL20RB,BlackBoxEvent,Immune System
R-HSA-8987218,p-STAT1 dimer translocates from the cytosol to the nucleoplasm,BlackBoxEvent,Immune System
R-HSA-8987007,p-STAT1 dimerizes,BlackBoxEvent,Immune System
R-HSA-8987105,"IFNL2,IFNL3 bind IL10RB:TYK2 and IFNLR1:JAK1",BlackBoxEvent,Immune System
R-HSA-6785895,"Expression of IL4, IL13-upregulated extracellular proteins",BlackBoxEvent,Immune System
R-HSA-6793958,Expression of STAT6-upregulated plasma membrane proteins,BlackBoxEvent,Immune System
R-HSA-6788582,"STAT1,STAT3,STAT6 phosphorylation",Reaction,Immune System
R-HSA-6788571,"STAT1,STAT3,STAT6 bind IL13:IL13R type II",Reaction,Immune System
R-HSA-6786050,"IL4R, IL13RA, JAK2 and TYK2 are tyrosine phosphorylated",BlackBoxEvent,Immune System
R-HSA-6786110,JAK1 binds IL4R in IL13-bound IL13R type II,BlackBoxEvent,Immune System
R-HSA-6786114,IL13:IL13RA:TYK2 binds IL4R:JAK2,Reaction,Immune System
R-HSA-6786118,IL13 binds IL13RA:TYK2,Reaction,Immune System
R-HSA-6785762,IL13RA1 binds TYK2,Reaction,Immune System
R-HSA-6789615,Expression of STAT3-upregulated extracellular proteins,BlackBoxEvent,Immune System
R-HSA-6793975,Expression of GATA3,BlackBoxEvent,Immune System
R-HSA-6797245,Expression of FASLG,BlackBoxEvent,Immune System
R-HSA-449818,IL13 binds IL13RA2,Reaction,Immune System
R-HSA-6793978,Expression of STAT6-upregulated extracellular proteins,BlackBoxEvent,Immune System
R-HSA-6788346,Expression of IL13-upregulated plasma membrane proteins,BlackBoxEvent,Immune System
R-HSA-6788623,p-Y-STATs translocate to nucleus,BlackBoxEvent,Immune System
R-HSA-6788622,p-Y-STATs dimerize,BlackBoxEvent,Immune System
R-HSA-6788628,p-Y-STATs dissociate,BlackBoxEvent,Immune System
R-HSA-6790022,Expression of STAT3-upregulated plasma membrane proteins,BlackBoxEvent,Immune System
R-HSA-6785860,Expression of SOCS1,BlackBoxEvent,Immune System
R-HSA-6789325,Expression of IL13-downregulated extracellular proteins,BlackBoxEvent,Immune System
R-HSA-6789960,"Expression of NDN,TP53",BlackBoxEvent,Immune System
R-HSA-6797271,Expression of MAOA,BlackBoxEvent,Immune System
R-HSA-6786070,IL4:IL4R:JAK2 binds IL13RA1:TYK2,Reaction,Immune System
R-HSA-6790038,Expression of HSP90B1,BlackBoxEvent,Immune System
R-HSA-6797269,"Expression of HSPA8, ALOX15",BlackBoxEvent,Immune System
R-HSA-6790036,Expression of STAT3-upregulated nuclear proteins,BlackBoxEvent,Immune System
R-HSA-6797268,Expression of HMOX1,BlackBoxEvent,Immune System
R-HSA-6789524,"Expression of IL4,IL13-downregulated extracellular genes",BlackBoxEvent,Immune System
R-HSA-6797267,Expression of CD36,BlackBoxEvent,Immune System
R-HSA-6785821,"SOCS5,(SOCS1) bind IL4RA",Reaction,Immune System
R-HSA-6790041,Expression of STAT3-upregulated cytosolic proteins,BlackBoxEvent,Immune System
R-HSA-8950504,IL27 binds CRLF1,BlackBoxEvent,Immune System
R-HSA-8950537,"JAK1, JAK2, TYK2 in IL27:EBI3:IL27RA:JAK1:IL6ST:(JAK1,JAK2,TYK2) are phosphorylated",BlackBoxEvent,Immune System
R-HSA-8950441,p-Y701-STAT1 and p-Y705-STAT3 dissociate from IL27:IL27 receptor,BlackBoxEvent,Immune System
R-HSA-448421,Interleukin-27 translocates from the ER lumen to the extracellular region,BlackBoxEvent,Immune System
R-HSA-8950731,CRLF1:IL27 translocates to the extracellular region,BlackBoxEvent,Immune System
R-HSA-8950733,p-Y701-STAT1:p-Y705-STAT3 translocates to the nucleus,BlackBoxEvent,Immune System
R-HSA-8950766,IL27RA dimerizes,Reaction,Immune System
R-HSA-8950210,Interleukin-27 dissociates from Interleukin-27 receptor,Reaction,Immune System
R-HSA-8950340,IL27RA and IL6ST are phosphorylated after IL27:IL27 receptor interaction and JAK's phosphorylation,BlackBoxEvent,Immune System
R-HSA-448427,Interleukin-27 binds Interleukin-27 receptor,Reaction,Immune System
R-HSA-8950342,EBI3:CANX binds IL27,BlackBoxEvent,Immune System
R-HSA-8950716,IL27RA binds JAK1,Reaction,Immune System
R-HSA-8950398,CANX dissociates from IL27:EBI3,BlackBoxEvent,Immune System
R-HSA-8950782,p-STAT1 binds p-STAT3,Reaction,Immune System
R-HSA-8950271,sIL27RA translocates from the cytoplasm to the extracellular region,BlackBoxEvent,Immune System
R-HSA-8950674,IL27 translocates from the cytosol to the extracellular space,BlackBoxEvent,Immune System
R-HSA-8950387,CANX binds EBI3,Reaction,Immune System
R-HSA-8950485,STAT3 and STAT1 are phosphorylated by JAKs after IL27:IL27R interaction,BlackBoxEvent,Immune System
R-HSA-8950518,"STAT1, STAT3 bind p-Y611-IL27RA from Interleukin-27:Interleukin-27 receptor complex",BlackBoxEvent,Immune System
R-HSA-8950057,IL12RB1 binds TYK2,Reaction,Immune System
R-HSA-8950344,Expression of BolA-like protein 2,BlackBoxEvent,Immune System
R-HSA-8950181,Y693-STAT4 dimer translocates to the nucleus,BlackBoxEvent,Immune System
R-HSA-8950218,Expression of Moesin,BlackBoxEvent,Immune System
R-HSA-8950732,Expression of Macrophage migration inhibitory factor,BlackBoxEvent,Immune System
R-HSA-8950415,Expression of heterogeneous nuclear ribonucleoprotein F,BlackBoxEvent,Immune System
R-HSA-8950721,Expression of Programmed cell death protein 4,BlackBoxEvent,Immune System
R-HSA-8950213,Expression of Phosphatidylinositol transfer protein alpha isoform,BlackBoxEvent,Immune System
R-HSA-8950533,Expression of Ras-related protein Ral-A,BlackBoxEvent,Immune System
R-HSA-8950681,Expression of Lamin-B1,BlackBoxEvent,Immune System
R-HSA-8950426,Expression of lymphocyte cytosolic protein 1,BlackBoxEvent,Immune System
R-HSA-8950684,Expression of Heterogeneous nuclear ribonucleoprotein D-like,BlackBoxEvent,Immune System
R-HSA-8950173,Expression of ADP-ribosylation factor 1,BlackBoxEvent,Immune System
R-HSA-8950365,Expression of S-methyl-5'-thioadenosine phosphorylase,BlackBoxEvent,Immune System
R-HSA-9006431,Expression of IFNG gene,BlackBoxEvent,Immune System
R-HSA-8950623,Expression of Carbonic anhydrase 1,BlackBoxEvent,Immune System
R-HSA-8950175,Expression of Glutathione S-transferase omega-1,BlackBoxEvent,Immune System
R-HSA-8950367,Expression of transaldolase 1,BlackBoxEvent,Immune System
R-HSA-8950608,Expression U2 small nuclear ribonucleoprotein A',BlackBoxEvent,Immune System
R-HSA-8950480,Expression of annexin A2,BlackBoxEvent,Immune System
R-HSA-8981073,Expression of Interleukin-10,BlackBoxEvent,Immune System
R-HSA-8950225,Expression of Ras-related protein Rap-1b,BlackBoxEvent,Immune System
R-HSA-8950292,Expression of Heterogeneous nuclear ribonucleoproteins A2/B1,BlackBoxEvent,Immune System
R-HSA-8950634,Expression of capping actin protein of muscle Z-line alpha subunit 1,BlackBoxEvent,Immune System
R-HSA-8950314,Expression of calponin-2,BlackBoxEvent,Immune System
R-HSA-8950637,Expression of cell division cycle 42,BlackBoxEvent,Immune System
R-HSA-8950190,Expression of PAK2,BlackBoxEvent,Immune System
R-HSA-8950567,Expression of Plasminogen activator inhibitor 2,BlackBoxEvent,Immune System
R-HSA-8950328,Expression of Peptidyl-prolyl cis-trans isomerase A,BlackBoxEvent,Immune System
R-HSA-8950201,Expression of Aryl Hydrocarbon receptor-interacting protein,BlackBoxEvent,Immune System
R-HSA-8950586,Expression of glutathione S-transferase alpha 2,BlackBoxEvent,Immune System
R-HSA-8950718,Expression of TCP1,BlackBoxEvent,Immune System
R-HSA-8950322,Expression of ribosomal protein lateral stalk subunit P0,BlackBoxEvent,Immune System
R-HSA-8950771,Expression of SOD1,BlackBoxEvent,Immune System
R-HSA-8950260,Expression of Proteasome activator complex subunit 2,BlackBoxEvent,Immune System
R-HSA-8950581,Expression of Cofilin-1,BlackBoxEvent,Immune System
R-HSA-8950389,"Expression of Stress-70 protein, mitochondrial",BlackBoxEvent,Immune System
R-HSA-8950410,IL12B:IL12B translocates from ER lumen to the extracellular region,BlackBoxEvent,Immune System
R-HSA-8950347,IL12A:IL12B translocates from late endosome lumen to extracellular region,Reaction,Immune System
R-HSA-8950575,IL12A:IL12B translocates from ER lumen to Golgi,BlackBoxEvent,Immune System
R-HSA-8950063,IL12RB2 binds JAK2,Reaction,Immune System
R-HSA-8950752,IL12A:IL12B translocates from Golgi lumen to late endosome lumen,Reaction,Immune System
R-HSA-8950113,IL12A binds IL12B,BlackBoxEvent,Immune System
R-HSA-8950179,IL12B translocates from the cytosol to the extracellular region,BlackBoxEvent,Immune System
R-HSA-8981093,IL12 bound to IL12R internalises,BlackBoxEvent,Immune System
R-HSA-8950757,IL12RB2 in IL12A:IL12RB1:p-Y-TYK2:IL12B:IL12RB2:p-JAK2 is phosphorylated,BlackBoxEvent,Immune System
R-HSA-8952807,p-Y693-STAT4 dissociates after IL12:IL12R interaction,BlackBoxEvent,Immune System
R-HSA-8950456,IL12B dimerizes,Reaction,Immune System
R-HSA-447252,IL12RB1:TYK2 binds IL12RB2:JAK2,Reaction,Immune System
R-HSA-8950778,p-Y693-STAT4 dimerizes,Reaction,Immune System
R-HSA-8950128,Interleukin-12 dissociates from Interleukin-12 receptor,Reaction,Immune System
R-HSA-8950448,STAT4 binds to IL12RB2 in Interleukin-12 receptor complex,Reaction,Immune System
R-HSA-8950354,STAT4 is phosphorylated by p-JAK2 and/or p-Y-TYK2 after IL12:IL12R interaction,BlackBoxEvent,Immune System
R-HSA-447226,Interleukin-12 binds Interleukin-12 receptor,Reaction,Immune System
R-HSA-8950423,"JAK2, TYK2 in IL12A:IL12RB1:TYK2:IL12B:IL12RB2:JAK2 are phosphorylated",Reaction,Immune System
R-HSA-8984012,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor are phosphorylated",BlackBoxEvent,Immune System
R-HSA-8984001,IL35 binds IL27RA:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-448627,Interleukin-35 translocates from the ER lumen to the extracellular region,BlackBoxEvent,Immune System
R-HSA-8950740,CANX dissociates from IL12A:EBI3,BlackBoxEvent,Immune System
R-HSA-8950362,EBI3:CANX binds IL12A,BlackBoxEvent,Immune System
R-HSA-8984014,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor phosphorylate STAT1,STAT3",BlackBoxEvent,Immune System
R-HSA-8984021,"STAT1,STAT3 associate with IL27RA:IL12RB2 receptor",BlackBoxEvent,Immune System
R-HSA-8983872,JAK2 bound to IL12RB2:IL12RB2 phosphorylate STAT4,BlackBoxEvent,Immune System
R-HSA-8983876,STAT4 binds IL12RB2:IL12RB2,BlackBoxEvent,Immune System
R-HSA-8983870,JAK2 in IL12RB2:IL12RB2 receptor is phosphorylated,BlackBoxEvent,Immune System
R-HSA-8983519,IL35 binds IL12RB2:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-8984963,EBI3 gene transcription and translation,BlackBoxEvent,Immune System
R-HSA-8950522,p-STAT1:p-STAT4 translocates to the nucleus,BlackBoxEvent,Immune System
R-HSA-8983983,p-STAT1 and p-STAT4 dissociate from IL12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-8950453,JAK1/JAK2 bound to IL12RB2:IL6ST receptor phosphorylates STAT1 and STAT4,BlackBoxEvent,Immune System
R-HSA-8983996,STAT1 and STAT4 associate with IL12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-8950405,JAK1/JAK2 bound to IL35:IL6ST:IL12RB2 receptor are phosphorylated,BlackBoxEvent,Immune System
R-HSA-6809140,IL35 binds IL-12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-8984964,IL12A gene transcription and translation,BlackBoxEvent,Immune System
R-HSA-8983878,p-STAT4 dissociates from IL12RB2:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-8983835,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST phosphorylate STAT1,BlackBoxEvent,Immune System
R-HSA-8983841,STAT1 associates with IL6ST:IL6ST,BlackBoxEvent,Immune System
R-HSA-8983834,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST are phosphorylated,BlackBoxEvent,Immune System
R-HSA-8983518,IL35 binds IL6ST:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-8984023,"p-STAT1, p-STAT3 dissociate from IL27RA:IL12RB2 receptor",BlackBoxEvent,Immune System
R-HSA-8983845,p-STAT1 dissociates from IL6ST:IL6ST,BlackBoxEvent,Immune System
R-HSA-8950364,IL23R in IL23:IL23 receptor complex is phosphorylated,Reaction,Immune System
R-HSA-8950780,p-Y705-STAT3 binds p-Y693-STAT4,Reaction,Immune System
R-HSA-8952749,STAT4 binds p-Y-IL23R in IL23:IL23 receptor,BlackBoxEvent,Immune System
R-HSA-8950269,"STAT3, STAT4 are phosphorylated by p-JAK2, p-TYK2 in IL23:IL23 receptor",BlackBoxEvent,Immune System
R-HSA-8950591,"JAK2, TYK2 in IL23A:IL12B:IL23R:JAK2:IL12RB1:TYK2 are phosphorylated",BlackBoxEvent,Immune System
R-HSA-8950737,IL23R binds JAK2,Reaction,Immune System
R-HSA-447130,Interleukin-23 binds interleukin-23 receptor,BlackBoxEvent,Immune System
R-HSA-8950741,IL12B:IL23A translocates from ER lumen to extracellular space,BlackBoxEvent,Immune System
R-HSA-8950724,p-Y705-STAT3:p-Y693-STAT4 translocates to the nucleus,BlackBoxEvent,Immune System
R-HSA-8950183,IL12B binds IL23A,Reaction,Immune System
R-HSA-8950583,STAT3 binds to p-Y-IL23R in IL23:IL23 receptor,BlackBoxEvent,Immune System
R-HSA-8952823,"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",BlackBoxEvent,Immune System
R-HSA-447219,IL17RA and IL17RB bind IL25 dimer,BlackBoxEvent,Immune System
R-HSA-5678544,IL17RA:IL17RE binds IL17C dimer,BlackBoxEvent,Immune System
R-HSA-447246,"IL17RA and IL17RC bind IL17A dimer,IL17F dimer,IL17A:IL17F",BlackBoxEvent,Immune System
R-HSA-913996,PKA/PKG phosphorylate Rap1GAP2,Reaction,Immune System
R-HSA-913993,14-3-3 proteins beta and zeta bind and inhibit Rap1Gap2,Reaction,Immune System
R-HSA-392513,Rap1 signal termination by Rap1GAPs,Reaction,Immune System
R-HSA-392835,Rap1 sequesters Raf1 to inhibit ERK cascade,Reaction,Immune System
R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
R-HSA-199169,MHC Class I interacts with CD160,Reaction,Immune System
